id-pub-id,id-exp-id,id,id-title,id-authors,id-institutes,id-city,id-country,id-climate-class,data-avail,data-link,data-supp-link,pub-type,pub-name,publisher,pub-year,pub-doi,exp-type,exp-spatial-typology,exp-domains,exp-domain-thermal,exp-domain-air-move,exp-domain-humidity,exp-domain-co2,exp-domain-light,exp-domain-acoustics,exp-domain-behaviour,exp-domain-iaq,exp-tested-t-min,exp-tested-t-max,exp-tested-target-temps,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-time,exp-hours,exp-normalisation-length,exp-session-length,pop-sample-size-calc,pop-sample-size-calc-type,pop-payment,pop-no-tot,pop-male-no,pop-fem-no,pop-m2f-no,pop-f2m-no,pop-male-ratio,pop-age-range,pop-age-mean,pop-age-std,pop-age-male-mean,pop-age-fem-mean,pop-bmi-mean,pop-bmi-std,pop-bmi-male-mean,pop-bmi-fem-mean,physio-parameter,physio-sensing-method,physio-body-site,physio-body-site-sagittal,physio-body-site-surface,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,physio-mst-weighting,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-sound-level,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure-pleasantness,ques-local-therm-comfort,ques-local-therm-sensation,ques-local-therm-satisfaction,ques-shivering,ques-sweating-sensation,ques-overall-comfort,ques-overall-satisfaction,ques-airmove-comfort,ques-airmove-sensation,ques-local-airmove-sensation,ques-airmove-perception,ques-airmove-prefer,ques-airmove-accept,ques-airmove-satisfaction,ques-humidity-comfort,ques-humidity-sensation,ques-humidity-prefer,ques-humidity-accept,ques-humidity-satisfaction,ques-light-comfort,ques-light-sensation,ques-visual-prefer,ques-light-prefer,ques-light-accept,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-sensation,ques-iaq-prefer,ques-iaq-accept,ques-iaq-satisfaction,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-sensation,ques-acoustic-prefer,ques-acoustic-accept,ques-acoustic-satisfaction,cognitive-test-done,cognitive-test-type,select-healthy,select-active-recent-illness,select-no-ongoing-treatment-medication-use,select-age-range,select-healthy-cv-bp-disease,select-neuro-disease,select-metabolic-syndrome,select-immune-related-diseases,select-previous-knowledge,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-hearing,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,select-no-medical-implant,select-sex,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity-nationality,part-meta-bsa,part-meta-thermal-history-background,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-status,part-meta-chronotype,part-recent-chrono-change,part-meta-bmr-rmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-routine,protocol-blinded,protocol-random,protocol-balancing,protocol-subjects-not-allowed-to-discuss,protocol-food,protocol-water,protocol-prep-body-site,protocol-defined-activity,protocol-observed-met
3,1,3_1,Influences of Indoor Air Temperatures on Empathy and Positive Affect,"Rania Christoforou, Hannah Pallubinsky, Tobias Maria Burgholz, Mahmoud El-Mokadem, Janine Bardey, Kai Rewitz, Dirk Müller, Marcel Schweiker",RWTH Aachen University,Aachen,Germany,Cfb,Upon request,NAN,NR,J,"International Journal of
Environmental Research
and Public Health",MDPI,2024,https://doi.org/10.3390/ijerph21030323,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,21,28,"21, 28",2021,2021,Summer,NR,NR,NR,09:00-17:00,60,480,Y,A priori,NR,31,15,16,0,0,48.39%,NR,40.7,16.5,NR,NR,NR,NR,NR,NR,Skin temperature,Thermochron,Shin,Right,Anterior,iButton,NR,Y,4,ISO 9886: 2004,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,PANAS,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,Y,NR,NR,Y,Y,Y,Y,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Forehead,Middle,Anterior,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Cheek,NR,Anterior,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Chest,NR,Anterior,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Upper arm,NR,NR,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Forearm,NR,NR,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Thigh,NR,NR,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
4,1,4_1,Gender differences in thermal comfort under coupled environmental factors,"Heng Du, Zisheng Zhao, Junmeng Lyu, Jinbo Li, Zhiqiang Liu, Xiangyang Li, Yuxin Yang, Li Lan, Zhiwei Lian","Shanghai Jiao Tong University, Guangdong Midea Air-Conditioning Equipment Co., Ltd.",Shanghai,China,Cfa,Not available for sharing,NAN,NR,J,Energy and Buildings,Elsevier,2023,https://doi.org/10.1016/j.enbuild.2023.113345,Lab,Seating,"Air temperature, Air velocity",1,1,NR,NR,NR,NR,NR,NR,23,32,"23, 26, 29, 32",2022,2022,NR,8,9,"2022: 8, 9",NR,30,60,Y,Precedence,NR,27,13,14,0,0,48.15%,NR,"[13: 23.00], 
[14: 24.00]","[13: 4.50], 
[14: 5.00]",23,24,"[13: 22.20], 
[14: 20.10]","[13: 2.40], 
[14: 1.40]",22.2,20.1,Skin temperature,Thermochron,Calf,NR,NR,Opulus,PyroButton,N,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(-4, -3, -2, -1, 0); scale=(""extremely uncomfortable"", ""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=3; range=(-1, 0, +1); scale=(""cooler"", ""no change"", ""warmer"")","points=2; range=(0, +1); scale=(""acceptable"", ""not acceptable"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=4; range=(+1, +2, +3, +4); scale=(""no sensation"", ""slightly sensation"", ""clearly sensation"", ""strong sensation"")",NR,NR,"points=3; range=(-1, 0, +1); scale=(""less air movement"", ""no change"", ""more air movement"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,`,NR,NR,Y,NR,NR,NR,`,Y,NR,NR,NR,NR,NR,Y,NR
5,1,5_1,"Effects of indoor temperature on office workers' performance: an experimental study based on subjective assessments, neurobehavioral tests, and physiological measurements","Xiaona Fan, Yiyun Zhu",Xi’an University of Technology,Xi'an,China,BSk,Upon request,NAN,NR,J,Ergonomics,Taylor & Francis,2023,https://doi.org/10.1080/00140139.2023.2231181,Living Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,12,23,"12, 15, 17, 19, 21, 23",2021,2021,NR,1,1,2021:01:00,NR,30,40,NR,NAN,Y,12,6,6,0,0,50.00%,NR,25.76,2.07,25.8,25.8,21.78,2.71,23.99,19.59,Blood pressure,Digital sphygmomanometer,Wrist,Left,NAN,OMRON,HEM-6121,NAN,NAN,NAN,NAN,NAN,0.6,0.6,0.6,0.6,NR,NR,NR,0.6,0.6,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""very dissatisfied"", ""dissatisfied"", ""slightly dissatisfied"", ""neutral"", ""slightly satisfied"", ""satisfied"", ""very satisfied"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""no at all"", ""slightly serious"", ""some serious"", ""quite serious"", ""very serious"")",NR,NR,NR,NR,NR,Y,"Visual learning, Digit span test, Grammatical/Deductive/Sequential reasoning, Overlapping, Redirection, Digit search, Letter search, Schulte grid",Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,NR
5,1,5_1,"Effects of indoor temperature on office workers' performance: an experimental study based on subjective assessments, neurobehavioral tests, and physiological measurements","Xiaona Fan, Yiyun Zhu",Xi’an University of Technology,Xi'an,China,BSk,Upon request,NAN,NR,J,Ergonomics,Taylor & Francis,2023,https://doi.org/10.1080/00140139.2023.2231181,Living Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,12,23,"12, 15, 17, 19, 21, 23",2021,2021,NR,1,1,2021:01:00,NR,30,40,NR,NAN,Y,12,6,6,0,0,50.00%,NR,25.76,2.07,25.8,25.8,21.78,2.71,23.99,19.59,Heart/Pulse rate,Digital sphygmomanometer,Wrist,Left,NAN,OMRON,HEM-6121,NAN,NAN,NAN,NAN,NAN,0.6,0.6,0.6,0.6,NR,NR,NR,0.6,0.6,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""very dissatisfied"", ""dissatisfied"", ""slightly dissatisfied"", ""neutral"", ""slightly satisfied"", ""satisfied"", ""very satisfied"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""no at all"", ""slightly serious"", ""some serious"", ""quite serious"", ""very serious"")",NR,NR,NR,NR,NR,Y,"Visual learning, Digit span test, Grammatical/Deductive/Sequential reasoning, Overlapping, Redirection, Digit search, Letter search, Schulte grid",Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,NR
